Date,State,Town,Longitude,Latitude,Sighting
2/8/2023,PR,Palmarejo,-66.3,18.3,2
2/8/2023,CA,Hemet,-117,33.7,3
2/8/2023,TX,Houston,-95.6,29.9,3
2/9/2023,FL,Jacksonville,-81.6,30.2,1
2/9/2023,CA,Carpinteria,-119.5,34.4,3
2/9/2023,CA,Laguna Niguel,-117.7,33.6,1
2/9/2023,TX,San Antonio,-98.5,29.5,1
2/9/2023,PR,Palmarejo,-66.3,18.3,3
2/9/2023,FL,Lady Lake,-81.9,28.9,1
2/10/2023,FL,Sebastian,-80.5,27.9,2
2/10/2023,CA,La Quinta,-116.3,33.6,1
2/10/2023,CA,Santa Ana,-117.8,33.8,1
2/10/2023,PR,Palmarejo,-66.3,18.3,3
2/11/2023,FL,Miami,-80.2,25.9,1
2/11/2023,FL,West Palm Beach,-80,26.8,1
2/11/2023,PR,Palmarejo,-66.3,18.3,3
2/12/2023,CA,Mountain View,-122.1,37.4,4
2/12/2023,FL,Wellington,-80.3,26.7,1
2/12/2023,PR,Palmarejo,-66.3,18.3,2
2/13/2023,GA,Tybee Island,-80.8,32,1
2/13/2023,CA,Oakland,-122.3,37.8,1
2/13/2023,CA,Berkeley,-122.3,37.9,1
2/13/2023,PR,Palmarejo,-66.3,18.3,3
2/14/2023,TX,Weslaco,-98,26.1,1
2/14/2023,FL,Tampa,-82.6,28,3
2/14/2023,PR,Palmarejo,-66.3,18.3,2
2/14/2023,TX,Brownsville,-97.5,25.9,5
2/15/2023,FL,Montverde,-81.7,28.6,1
2/15/2023,AL,Foley,-87.7,30.4,1
2/15/2023,AL,Summerdale,-87.7,30.5,1
2/16/2023,CA,Whittier,-118,33.9,1
2/16/2023,NJ,Rockaway Township,-74.5,40.9,0
2/17/2023,FL,West Palm Beach,-80,26.8,2
2/17/2023,PR,Palmarejo,-66.3,18.3,3
2/18/2023,TX,Edinburg,-98.2,26.3,1
2/18/2023,CA,San Luis Obispo,-120.7,35.3,1
2/18/2023,PR,Palmarejo,-66.3,18.3,2
2/18/2023,PR,San Juan,-66.1,18.5,1
2/19/2023,CA,Santa Cruz,-122,37,1
2/19/2023,FL,Pompano Beach,-80.1,26.2,1
2/19/2023,CA,Mountain View,-122.1,37.4,20
2/19/2023,PR,Palmarejo,-66.3,18.3,2
2/20/2023,CA,Palm Springs,-116.5,33.8,1
2/20/2023,PR,Palmarejo,-66.3,18.3,2
2/20/2023,CA,San Leandro,-122.2,37.7,10
2/21/2023,TX,Dallas,-96.7,32.9,1
2/21/2023,FL,Venice,-82.4,27,1
2/21/2023,FL,Fort Lauderdale,-80.2,26.1,1
2/21/2023,GA,Savannah,-81.3,32,1
2/21/2023,FL,Bradenton,-82.6,27.4,1
